writing time step 30  t = 0.1010152544552211
writing time step 60  t = 0.20203050891044227
writing time step 90  t = 0.30304576336566347
writing time step 120  t = 0.40406101782088466
writing time step 150  t = 0.5050762722761059
writing time step 180  t = 0.606091526731327
writing time step 210  t = 0.7071067811865482
writing time step 240  t = 0.8081220356417694
writing time step 270  t = 0.9091372900969906
