writing time step 180  t = 0.10000000000000006
writing time step 360  t = 0.2000000000000007
writing time step 540  t = 0.2999999999999988
writing time step 720  t = 0.39999999999999447
writing time step 900  t = 0.4999999999999901
writing time step 1080  t = 0.5999999999999858
writing time step 1260  t = 0.6999999999999814
writing time step 1440  t = 0.7999999999999771
writing time step 1620  t = 0.8999999999999727
writing time step 1800  t = 0.9999999999999684
