writing time step 1120  t = 0.09999999999999805
writing time step 2240  t = 0.1999999999999915
writing time step 3360  t = 0.30000000000000043
writing time step 4480  t = 0.40000000000002495
writing time step 5600  t = 0.5000000000000494
writing time step 6720  t = 0.6000000000000117
writing time step 7840  t = 0.6999999999999741
writing time step 8960  t = 0.7999999999999364
writing time step 10080  t = 0.8999999999998988
writing time step 11200  t = 0.9999999999998611
