writing time step 600  t = 0.09999999999999938
writing time step 1200  t = 0.20000000000000293
writing time step 1800  t = 0.3000000000000002
writing time step 2400  t = 0.3999999999999892
writing time step 3000  t = 0.4999999999999782
writing time step 3600  t = 0.5999999999999672
writing time step 4200  t = 0.6999999999999562
writing time step 4800  t = 0.7999999999999452
writing time step 5400  t = 0.8999999999999342
writing time step 6000  t = 0.9999999999999232
