writing time step 39822  t = 0.11111049107137257
writing time step 79644  t = 0.22222098214310468
writing time step 119466  t = 0.3333314732140769
writing time step 159288  t = 0.44444196428477284
writing time step 199110  t = 0.5555524553554688
writing time step 238932  t = 0.6666629464261647
writing time step 278754  t = 0.7777734374968607
writing time step 318576  t = 0.8888839285675566
writing time step 358398  t = 0.9999944196382525
